City,Year,Month,ARI_Type,Temperature_C,Humidity_%,Rainfall_mm,Cases
Siniloan,2019,5,Common Cold,30.9,78,67,458
Famy,2019,5,Influenza,30.2,75,101,144
Famy,2019,5,Pneumonia,30.2,75,101,108
Famy,2019,5,Bronchitis,30.2,75,101,56
Famy,2019,5,Asthma,30.2,75,101,58
Famy,2019,5,Common Cold,30.2,75,101,237
Mabitac,2019,5,Influenza,30.0,72,136,197
Mabitac,2019,5,Pneumonia,30.0,72,136,72
Mabitac,2019,5,Bronchitis,30.0,72,136,67
Mabitac,2019,5,Asthma,30.0,72,136,95
Mabitac,2019,5,Common Cold,30.0,72,136,319
Rizal,2019,5,Influenza,30.4,74,112,103
Rizal,2019,5,Pneumonia,30.4,74,112,196
Rizal,2019,5,Bronchitis,30.4,74,112,80
Rizal,2019,5,Asthma,30.4,74,112,149
Rizal,2019,5,Common Cold,30.4,74,112,466
Alaminos,2019,5,Influenza,31.9,75,77,283
Alaminos,2019,5,Pneumonia,31.9,75,77,179
Alaminos,2019,5,Bronchitis,31.9,75,77,131
Alaminos,2019,5,Asthma,31.9,75,77,138
Alaminos,2019,5,Common Cold,31.9,75,77,202
Pangil,2019,5,Influenza,31.1,75,67,116
Pangil,2019,5,Pneumonia,31.1,75,67,99
Pangil,2019,5,Bronchitis,31.1,75,67,116
Pangil,2019,5,Asthma,31.1,75,67,92
Pangil,2019,5,Common Cold,31.1,75,67,261
Kalayaan,2019,5,Influenza,30.7,79,72,219
Kalayaan,2019,5,Pneumonia,30.7,79,72,91
Kalayaan,2019,5,Bronchitis,30.7,79,72,74
Kalayaan,2019,5,Asthma,30.7,79,72,146
Kalayaan,2019,5,Common Cold,30.7,79,72,148
Cavinti,2019,5,Influenza,30.7,71,123,69
Cavinti,2019,5,Pneumonia,30.7,71,123,146
Cavinti,2019,5,Bronchitis,30.7,71,123,108
Cavinti,2019,5,Asthma,30.7,71,123,202
Cavinti,2019,5,Common Cold,30.7,71,123,343
Biñan,2019,6,Influenza,29.6,87,176,257
Biñan,2019,6,Pneumonia,29.6,87,176,142
Biñan,2019,6,Bronchitis,29.6,87,176,107
Biñan,2019,6,Asthma,29.6,87,176,109
Biñan,2019,6,Common Cold,29.6,87,176,100
Cabuyao,2019,6,Influenza,29.8,87,166,173
Cabuyao,2019,6,Pneumonia,29.8,87,166,60
Cabuyao,2019,6,Bronchitis,29.8,87,166,95
Cabuyao,2019,6,Asthma,29.8,87,166,254
Cabuyao,2019,6,Common Cold,29.8,87,166,403
Calamba,2019,6,Influenza,28.6,87,194,131
Calamba,2019,6,Pneumonia,28.6,87,194,58
Calamba,2019,6,Bronchitis,28.6,87,194,34
Calamba,2019,6,Asthma,28.6,87,194,177
Calamba,2019,6,Common Cold,28.6,87,194,426
San Pedro,2019,6,Influenza,29.7,81,197,147
San Pedro,2019,6,Pneumonia,29.7,81,197,193
San Pedro,2019,6,Bronchitis,29.7,81,197,65
San Pedro,2019,6,Asthma,29.7,81,197,142
San Pedro,2019,6,Common Cold,29.7,81,197,338
Sta. Rosa,2019,6,Influenza,28.3,81,220,309
Sta. Rosa,2019,6,Pneumonia,28.3,81,220,166
Sta. Rosa,2019,6,Bronchitis,28.3,81,220,113
Sta. Rosa,2019,6,Asthma,28.3,81,220,139
Sta. Rosa,2019,6,Common Cold,28.3,81,220,421
San Pablo,2019,6,Influenza,28.7,83,182,139
San Pablo,2019,6,Pneumonia,28.7,83,182,178
San Pablo,2019,6,Bronchitis,28.7,83,182,135
San Pablo,2019,6,Asthma,28.7,83,182,212
San Pablo,2019,6,Common Cold,28.7,83,182,119
Santa Cruz,2019,6,Influenza,29.1,81,215,283
Santa Cruz,2019,6,Pneumonia,29.1,81,215,148
Santa Cruz,2019,6,Bronchitis,29.1,81,215,74
Santa Cruz,2019,6,Asthma,29.1,81,215,157
Santa Cruz,2019,6,Common Cold,29.1,81,215,493
Bay,2019,6,Influenza,28.9,82,193,66
Bay,2019,6,Pneumonia,28.9,82,193,51
Bay,2019,6,Bronchitis,28.9,82,193,132
Bay,2019,6,Asthma,28.9,82,193,226
Bay,2019,6,Common Cold,28.9,82,193,306
Los Baños,2019,6,Influenza,28.9,81,193,199
Los Baños,2019,6,Pneumonia,28.9,81,193,84
Los Baños,2019,6,Bronchitis,28.9,81,193,30
Los Baños,2019,6,Asthma,28.9,81,193,94
Los Baños,2019,6,Common Cold,28.9,81,193,253
Victoria,2019,6,Influenza,28.6,84,202,288
Victoria,2019,6,Pneumonia,28.6,84,202,103
Victoria,2019,6,Bronchitis,28.6,84,202,79
Victoria,2019,6,Asthma,28.6,84,202,234
Victoria,2019,6,Common Cold,28.6,84,202,213
Pagsanjan,2019,6,Influenza,30.0,84,186,135
Pagsanjan,2019,6,Pneumonia,30.0,84,186,152
Pagsanjan,2019,6,Bronchitis,30.0,84,186,130
Pagsanjan,2019,6,Asthma,30.0,84,186,47
Pagsanjan,2019,6,Common Cold,30.0,84,186,417
Pakil,2019,6,Influenza,28.9,80,192,297
Pakil,2019,6,Pneumonia,28.9,80,192,116
Pakil,2019,6,Bronchitis,28.9,80,192,88
Pakil,2019,6,Asthma,28.9,80,192,148
Pakil,2019,6,Common Cold,28.9,80,192,266
Paete,2019,6,Influenza,29.1,87,193,198
Paete,2019,6,Pneumonia,29.1,87,193,33
Paete,2019,6,Bronchitis,29.1,87,193,77
Paete,2019,6,Asthma,29.1,87,193,138
Paete,2019,6,Common Cold,29.1,87,193,158
Pila,2019,6,Influenza,28.5,86,197,183
Pila,2019,6,Pneumonia,28.5,86,197,94
Pila,2019,6,Bronchitis,28.5,86,197,63
Pila,2019,6,Asthma,28.5,86,197,259
Pila,2019,6,Common Cold,28.5,86,197,370
Liliw,2019,6,Influenza,29.2,84,226,289
Liliw,2019,6,Pneumonia,29.2,84,226,61
Liliw,2019,6,Bronchitis,29.2,84,226,79
Liliw,2019,6,Asthma,29.2,84,226,105
Liliw,2019,6,Common Cold,29.2,84,226,300
Nagcarlan,2019,6,Influenza,29.4,82,197,101
Nagcarlan,2019,6,Pneumonia,29.4,82,197,180
Nagcarlan,2019,6,Bronchitis,29.4,82,197,48
Nagcarlan,2019,6,Asthma,29.4,82,197,96
Nagcarlan,2019,6,Common Cold,29.4,82,197,374
Majayjay,2019,6,Influenza,29.8,86,205,151
Majayjay,2019,6,Pneumonia,29.8,86,205,114
Majayjay,2019,6,Bronchitis,29.8,86,205,61
Majayjay,2019,6,Asthma,29.8,86,205,177
Majayjay,2019,6,Common Cold,29.8,86,205,192
Siniloan,2019,6,Influenza,29.8,83,191,238
Siniloan,2019,6,Pneumonia,29.8,83,191,31
Siniloan,2019,6,Bronchitis,29.8,83,191,99
Siniloan,2019,6,Asthma,29.8,83,191,104
Siniloan,2019,6,Common Cold,29.8,83,191,151
Famy,2019,6,Influenza,28.5,87,189,158
Famy,2019,6,Pneumonia,28.5,87,189,79
Famy,2019,6,Bronchitis,28.5,87,189,126
Famy,2019,6,Asthma,28.5,87,189,165
Famy,2019,6,Common Cold,28.5,87,189,239
Mabitac,2019,6,Influenza,29.4,86,191,103
Mabitac,2019,6,Pneumonia,29.4,86,191,65
Mabitac,2019,6,Bronchitis,29.4,86,191,66
Mabitac,2019,6,Asthma,29.4,86,191,247
Mabitac,2019,6,Common Cold,29.4,86,191,218
Rizal,2019,6,Influenza,30.2,85,193,159
Rizal,2019,6,Pneumonia,30.2,85,193,90
Rizal,2019,6,Bronchitis,30.2,85,193,35
Rizal,2019,6,Asthma,30.2,85,193,249
Rizal,2019,6,Common Cold,30.2,85,193,106
Alaminos,2019,6,Influenza,29.7,82,226,306
Alaminos,2019,6,Pneumonia,29.7,82,226,125
Alaminos,2019,6,Bronchitis,29.7,82,226,129
Alaminos,2019,6,Asthma,29.7,82,226,220
Alaminos,2019,6,Common Cold,29.7,82,226,139
Pangil,2019,6,Influenza,29.5,85,162,117
Pangil,2019,6,Pneumonia,29.5,85,162,136
Pangil,2019,6,Bronchitis,29.5,85,162,29
Pangil,2019,6,Asthma,29.5,85,162,204
Pangil,2019,6,Common Cold,29.5,85,162,120
Kalayaan,2019,6,Influenza,28.9,82,206,207
Kalayaan,2019,6,Pneumonia,28.9,82,206,194
Kalayaan,2019,6,Bronchitis,28.9,82,206,97
Kalayaan,2019,6,Asthma,28.9,82,206,172
Kalayaan,2019,6,Common Cold,28.9,82,206,168
Cavinti,2019,6,Influenza,29.6,84,186,117
Cavinti,2019,6,Pneumonia,29.6,84,186,91
Cavinti,2019,6,Bronchitis,29.6,84,186,126
Cavinti,2019,6,Asthma,29.6,84,186,214
Cavinti,2019,6,Common Cold,29.6,84,186,379
Biñan,2019,7,Influenza,27.9,86,260,260
Biñan,2019,7,Pneumonia,27.9,86,260,152
Biñan,2019,7,Bronchitis,27.9,86,260,29
Biñan,2019,7,Asthma,27.9,86,260,229
Biñan,2019,7,Common Cold,27.9,86,260,313
Cabuyao,2019,7,Influenza,28.7,84,241,236
Cabuyao,2019,7,Pneumonia,28.7,84,241,190
Cabuyao,2019,7,Bronchitis,28.7,84,241,44
Cabuyao,2019,7,Asthma,28.7,84,241,239
Cabuyao,2019,7,Common Cold,28.7,84,241,365
Calamba,2019,7,Influenza,27.8,85,226,283
Calamba,2019,7,Pneumonia,27.8,85,226,123
Calamba,2019,7,Bronchitis,27.8,85,226,149
Calamba,2019,7,Asthma,27.8,85,226,226
Calamba,2019,7,Common Cold,27.8,85,226,140
San Pedro,2019,7,Influenza,27.9,88,244,173
San Pedro,2019,7,Pneumonia,27.9,88,244,156
San Pedro,2019,7,Bronchitis,27.9,88,244,80
San Pedro,2019,7,Asthma,27.9,88,244,59
San Pedro,2019,7,Common Cold,27.9,88,244,469
Sta. Rosa,2019,7,Influenza,28.1,85,281,204
Sta. Rosa,2019,7,Pneumonia,28.1,85,281,114
Sta. Rosa,2019,7,Bronchitis,28.1,85,281,127
Sta. Rosa,2019,7,Asthma,28.1,85,281,183
Sta. Rosa,2019,7,Common Cold,28.1,85,281,545
San Pablo,2019,7,Influenza,28.6,83,247,113
San Pablo,2019,7,Pneumonia,28.6,83,247,170
San Pablo,2019,7,Bronchitis,28.6,83,247,149
San Pablo,2019,7,Asthma,28.6,83,247,184
San Pablo,2019,7,Common Cold,28.6,83,247,390
Santa Cruz,2019,7,Influenza,27.6,90,261,145
Santa Cruz,2019,7,Pneumonia,27.6,90,261,135
Santa Cruz,2019,7,Bronchitis,27.6,90,261,101
Santa Cruz,2019,7,Asthma,27.6,90,261,117
Santa Cruz,2019,7,Common Cold,27.6,90,261,302
Bay,2019,7,Influenza,29.0,86,227,156
Bay,2019,7,Pneumonia,29.0,86,227,210
Bay,2019,7,Bronchitis,29.0,86,227,106
Bay,2019,7,Asthma,29.0,86,227,243
Bay,2019,7,Common Cold,29.0,86,227,160
Los Baños,2019,7,Influenza,29.6,87,264,247
Los Baños,2019,7,Pneumonia,29.6,87,264,137
Los Baños,2019,7,Bronchitis,29.6,87,264,106
Los Baños,2019,7,Asthma,29.6,87,264,79
Los Baños,2019,7,Common Cold,29.6,87,264,544
Victoria,2019,7,Influenza,27.7,89,279,172
Victoria,2019,7,Pneumonia,27.7,89,279,144
Victoria,2019,7,Bronchitis,27.7,89,279,28
Victoria,2019,7,Asthma,27.7,89,279,53
Victoria,2019,7,Common Cold,27.7,89,279,463
Pagsanjan,2019,7,Influenza,28.1,89,273,211
Pagsanjan,2019,7,Pneumonia,28.1,89,273,189
Pagsanjan,2019,7,Bronchitis,28.1,89,273,67
Pagsanjan,2019,7,Asthma,28.1,89,273,246
Pagsanjan,2019,7,Common Cold,28.1,89,273,218
Pakil,2019,7,Influenza,29.4,84,267,105
Pakil,2019,7,Pneumonia,29.4,84,267,161
Pakil,2019,7,Bronchitis,29.4,84,267,73
Pakil,2019,7,Asthma,29.4,84,267,187
Pakil,2019,7,Common Cold,29.4,84,267,383
Paete,2019,7,Influenza,28.5,90,275,69
Paete,2019,7,Pneumonia,28.5,90,275,140
Paete,2019,7,Bronchitis,28.5,90,275,91
Paete,2019,7,Asthma,28.5,90,275,90
Paete,2019,7,Common Cold,28.5,90,275,212
Pila,2019,7,Influenza,28.1,86,276,178
Pila,2019,7,Pneumonia,28.1,86,276,199
Pila,2019,7,Bronchitis,28.1,86,276,30
Pila,2019,7,Asthma,28.1,86,276,182
Pila,2019,7,Common Cold,28.1,86,276,518
Liliw,2019,7,Influenza,27.9,85,260,176
Liliw,2019,7,Pneumonia,27.9,85,260,91
Liliw,2019,7,Bronchitis,27.9,85,260,101
Liliw,2019,7,Asthma,27.9,85,260,158
Liliw,2019,7,Common Cold,27.9,85,260,510
Nagcarlan,2019,7,Influenza,28.1,83,216,147
Nagcarlan,2019,7,Pneumonia,28.1,83,216,159
Nagcarlan,2019,7,Bronchitis,28.1,83,216,94
Nagcarlan,2019,7,Asthma,28.1,83,216,123
Nagcarlan,2019,7,Common Cold,28.1,83,216,378
Majayjay,2019,7,Influenza,29.6,84,247,227
Majayjay,2019,7,Pneumonia,29.6,84,247,117
Majayjay,2019,7,Bronchitis,29.6,84,247,49
Majayjay,2019,7,Asthma,29.6,84,247,157
Majayjay,2019,7,Common Cold,29.6,84,247,279
Siniloan,2019,7,Influenza,29.6,91,279,295
Siniloan,2019,7,Pneumonia,29.6,91,279,72
Siniloan,2019,7,Bronchitis,29.6,91,279,51
Siniloan,2019,7,Asthma,29.6,91,279,97
Siniloan,2019,7,Common Cold,29.6,91,279,514
Famy,2019,7,Influenza,27.6,86,232,264
Famy,2019,7,Pneumonia,27.6,86,232,205
Famy,2019,7,Bronchitis,27.6,86,232,117
Famy,2019,7,Asthma,27.6,86,232,185
Famy,2019,7,Common Cold,27.6,86,232,162
Mabitac,2019,7,Influenza,27.9,85,239,141
Mabitac,2019,7,Pneumonia,27.9,85,239,132
Mabitac,2019,7,Bronchitis,27.9,85,239,20
Mabitac,2019,7,Asthma,27.9,85,239,50
Mabitac,2019,7,Common Cold,27.9,85,239,457
Rizal,2019,7,Influenza,28.5,91,242,93
Rizal,2019,7,Pneumonia,28.5,91,242,127
Rizal,2019,7,Bronchitis,28.5,91,242,93
Rizal,2019,7,Asthma,28.5,91,242,153
Rizal,2019,7,Common Cold,28.5,91,242,317
Alaminos,2019,7,Influenza,28.7,84,239,319
Alaminos,2019,7,Pneumonia,28.7,84,239,133
Alaminos,2019,7,Bronchitis,28.7,84,239,81
Alaminos,2019,7,Asthma,28.7,84,239,128
Alaminos,2019,7,Common Cold,28.7,84,239,508
Pangil,2019,7,Influenza,28.6,90,225,104
Pangil,2019,7,Pneumonia,28.6,90,225,195
Pangil,2019,7,Bronchitis,28.6,90,225,82
Pangil,2019,7,Asthma,28.6,90,225,185
Pangil,2019,7,Common Cold,28.6,90,225,207
Kalayaan,2019,7,Influenza,28.4,86,267,58
Kalayaan,2019,7,Pneumonia,28.4,86,267,217
Kalayaan,2019,7,Bronchitis,28.4,86,267,23
Kalayaan,2019,7,Asthma,28.4,86,267,231
Kalayaan,2019,7,Common Cold,28.4,86,267,240
Cavinti,2019,7,Influenza,28.9,91,253,245
Cavinti,2019,7,Pneumonia,28.9,91,253,100
Cavinti,2019,7,Bronchitis,28.9,91,253,123
Cavinti,2019,7,Asthma,28.9,91,253,110
Cavinti,2019,7,Common Cold,28.9,91,253,273
Biñan,2019,8,Influenza,28.3,89,309,268
Biñan,2019,8,Pneumonia,28.3,89,309,47
Biñan,2019,8,Bronchitis,28.3,89,309,36
Biñan,2019,8,Asthma,28.3,89,309,94
Biñan,2019,8,Common Cold,28.3,89,309,500
Cabuyao,2019,8,Influenza,28.2,87,302,147
Cabuyao,2019,8,Pneumonia,28.2,87,302,34
Cabuyao,2019,8,Bronchitis,28.2,87,302,92
Cabuyao,2019,8,Asthma,28.2,87,302,186
Cabuyao,2019,8,Common Cold,28.2,87,302,422
Calamba,2019,8,Influenza,29.1,89,315,55
Calamba,2019,8,Pneumonia,29.1,89,315,162
Calamba,2019,8,Bronchitis,29.1,89,315,155
Calamba,2019,8,Asthma,29.1,89,315,45
Calamba,2019,8,Common Cold,29.1,89,315,547
San Pedro,2019,8,Influenza,28.3,86,292,163
San Pedro,2019,8,Pneumonia,28.3,86,292,35
San Pedro,2019,8,Bronchitis,28.3,86,292,99
San Pedro,2019,8,Asthma,28.3,86,292,170
San Pedro,2019,8,Common Cold,28.3,86,292,477
Sta. Rosa,2019,8,Influenza,28.4,86,299,125
Sta. Rosa,2019,8,Pneumonia,28.4,86,299,81
Sta. Rosa,2019,8,Bronchitis,28.4,86,299,55
Sta. Rosa,2019,8,Asthma,28.4,86,299,186
Sta. Rosa,2019,8,Common Cold,28.4,86,299,356
San Pablo,2019,8,Influenza,28.6,88,304,305
San Pablo,2019,8,Pneumonia,28.6,88,304,183
San Pablo,2019,8,Bronchitis,28.6,88,304,65
San Pablo,2019,8,Asthma,28.6,88,304,261
San Pablo,2019,8,Common Cold,28.6,88,304,479
Santa Cruz,2019,8,Influenza,27.8,91,315,267
Santa Cruz,2019,8,Pneumonia,27.8,91,315,41
Santa Cruz,2019,8,Bronchitis,27.8,91,315,22
Santa Cruz,2019,8,Asthma,27.8,91,315,79
Santa Cruz,2019,8,Common Cold,27.8,91,315,201
Bay,2019,8,Influenza,28.1,89,313,275
Bay,2019,8,Pneumonia,28.1,89,313,107
Bay,2019,8,Bronchitis,28.1,89,313,151
Bay,2019,8,Asthma,28.1,89,313,229
Bay,2019,8,Common Cold,28.1,89,313,427
Los Baños,2019,8,Influenza,26.9,86,304,272
Los Baños,2019,8,Pneumonia,26.9,86,304,36
Los Baños,2019,8,Bronchitis,26.9,86,304,87
Los Baños,2019,8,Asthma,26.9,86,304,118
Los Baños,2019,8,Common Cold,26.9,86,304,364
Victoria,2019,8,Influenza,27.1,90,278,173
Victoria,2019,8,Pneumonia,27.1,90,278,100
Victoria,2019,8,Bronchitis,27.1,90,278,66
Victoria,2019,8,Asthma,27.1,90,278,223
Victoria,2019,8,Common Cold,27.1,90,278,485
Pagsanjan,2019,8,Influenza,28.4,87,314,201
Pagsanjan,2019,8,Pneumonia,28.4,87,314,148
Pagsanjan,2019,8,Bronchitis,28.4,87,314,153
Pagsanjan,2019,8,Asthma,28.4,87,314,70
Pagsanjan,2019,8,Common Cold,28.4,87,314,226
Pakil,2019,8,Influenza,27.5,91,302,229
Pakil,2019,8,Pneumonia,27.5,91,302,137
Pakil,2019,8,Bronchitis,27.5,91,302,153
Pakil,2019,8,Asthma,27.5,91,302,138
Pakil,2019,8,Common Cold,27.5,91,302,463
Paete,2019,8,Influenza,28.2,92,319,141
Paete,2019,8,Pneumonia,28.2,92,319,104
Paete,2019,8,Bronchitis,28.2,92,319,143
Paete,2019,8,Asthma,28.2,92,319,159
Paete,2019,8,Common Cold,28.2,92,319,254
Pila,2019,8,Influenza,27.9,89,310,121
Pila,2019,8,Pneumonia,27.9,89,310,55
Pila,2019,8,Bronchitis,27.9,89,310,34
Pila,2019,8,Asthma,27.9,89,310,141
Pila,2019,8,Common Cold,27.9,89,310,195
Liliw,2019,8,Influenza,28.6,85,281,163
Liliw,2019,8,Pneumonia,28.6,85,281,195
Liliw,2019,8,Bronchitis,28.6,85,281,148
Liliw,2019,8,Asthma,28.6,85,281,194
Liliw,2019,8,Common Cold,28.6,85,281,543
Nagcarlan,2019,8,Influenza,29.0,90,323,80
Nagcarlan,2019,8,Pneumonia,29.0,90,323,60
Nagcarlan,2019,8,Bronchitis,29.0,90,323,67
Nagcarlan,2019,8,Asthma,29.0,90,323,154
Nagcarlan,2019,8,Common Cold,29.0,90,323,331
Majayjay,2019,8,Influenza,27.1,85,326,300
Majayjay,2019,8,Pneumonia,27.1,85,326,57
Majayjay,2019,8,Bronchitis,27.1,85,326,142
Majayjay,2019,8,Asthma,27.1,85,326,77
Majayjay,2019,8,Common Cold,27.1,85,326,422
Siniloan,2019,8,Influenza,28.4,90,295,79
Siniloan,2019,8,Pneumonia,28.4,90,295,183
Siniloan,2019,8,Bronchitis,28.4,90,295,93
Siniloan,2019,8,Asthma,28.4,90,295,197
Siniloan,2019,8,Common Cold,28.4,90,295,501
Famy,2019,8,Influenza,27.0,87,287,176
Famy,2019,8,Pneumonia,27.0,87,287,123
Famy,2019,8,Bronchitis,27.0,87,287,103
Famy,2019,8,Asthma,27.0,87,287,217
Famy,2019,8,Common Cold,27.0,87,287,231
Mabitac,2019,8,Influenza,27.1,87,298,134
Mabitac,2019,8,Pneumonia,27.1,87,298,117
Mabitac,2019,8,Bronchitis,27.1,87,298,89
Mabitac,2019,8,Asthma,27.1,87,298,112
Mabitac,2019,8,Common Cold,27.1,87,298,499
Rizal,2019,8,Influenza,27.6,84,275,242
Rizal,2019,8,Pneumonia,27.6,84,275,62
Rizal,2019,8,Bronchitis,27.6,84,275,138
Rizal,2019,8,Asthma,27.6,84,275,137
Rizal,2019,8,Common Cold,27.6,84,275,470
Alaminos,2019,8,Influenza,28.7,89,295,103
Alaminos,2019,8,Pneumonia,28.7,89,295,156
Alaminos,2019,8,Bronchitis,28.7,89,295,34
Alaminos,2019,8,Asthma,28.7,89,295,113
Alaminos,2019,8,Common Cold,28.7,89,295,515
Pangil,2019,8,Influenza,27.1,89,323,117
Pangil,2019,8,Pneumonia,27.1,89,323,64
Pangil,2019,8,Bronchitis,27.1,89,323,90
Pangil,2019,8,Asthma,27.1,89,323,71
Pangil,2019,8,Common Cold,27.1,89,323,155
Kalayaan,2019,8,Influenza,28.7,90,304,114
Kalayaan,2019,8,Pneumonia,28.7,90,304,159
Kalayaan,2019,8,Bronchitis,28.7,90,304,154
Kalayaan,2019,8,Asthma,28.7,90,304,204
Kalayaan,2019,8,Common Cold,28.7,90,304,290
Cavinti,2019,8,Influenza,28.1,89,281,93
Cavinti,2019,8,Pneumonia,28.1,89,281,207
Cavinti,2019,8,Bronchitis,28.1,89,281,154
Cavinti,2019,8,Asthma,28.1,89,281,238
Cavinti,2019,8,Common Cold,28.1,89,281,204
Biñan,2019,9,Influenza,28.0,89,238,234
Biñan,2019,9,Pneumonia,28.0,89,238,188
Biñan,2019,9,Bronchitis,28.0,89,238,91
Biñan,2019,9,Asthma,28.0,89,238,221
Biñan,2019,9,Common Cold,28.0,89,238,507
Cabuyao,2019,9,Influenza,28.8,90,226,313
Cabuyao,2019,9,Pneumonia,28.8,90,226,174
Cabuyao,2019,9,Bronchitis,28.8,90,226,101
Cabuyao,2019,9,Asthma,28.8,90,226,219
Cabuyao,2019,9,Common Cold,28.8,90,226,150
Calamba,2019,9,Influenza,28.3,86,219,169
Calamba,2019,9,Pneumonia,28.3,86,219,91
Calamba,2019,9,Bronchitis,28.3,86,219,137
Calamba,2019,9,Asthma,28.3,86,219,254
Calamba,2019,9,Common Cold,28.3,86,219,508
San Pedro,2019,9,Influenza,28.6,87,270,188
San Pedro,2019,9,Pneumonia,28.6,87,270,179
San Pedro,2019,9,Bronchitis,28.6,87,270,46
San Pedro,2019,9,Asthma,28.6,87,270,143
San Pedro,2019,9,Common Cold,28.6,87,270,541
Sta. Rosa,2019,9,Influenza,27.4,87,237,209
Sta. Rosa,2019,9,Pneumonia,27.4,87,237,96
Sta. Rosa,2019,9,Bronchitis,27.4,87,237,113
Sta. Rosa,2019,9,Asthma,27.4,87,237,120
Sta. Rosa,2019,9,Common Cold,27.4,87,237,272
San Pablo,2019,9,Influenza,27.6,82,266,206
San Pablo,2019,9,Pneumonia,27.6,82,266,213
San Pablo,2019,9,Bronchitis,27.6,82,266,45
San Pablo,2019,9,Asthma,27.6,82,266,224
San Pablo,2019,9,Common Cold,27.6,82,266,278
Santa Cruz,2019,9,Influenza,28.8,89,220,128
Santa Cruz,2019,9,Pneumonia,28.8,89,220,129
Santa Cruz,2019,9,Bronchitis,28.8,89,220,50
Santa Cruz,2019,9,Asthma,28.8,89,220,108
Santa Cruz,2019,9,Common Cold,28.8,89,220,214
Bay,2019,9,Influenza,29.0,86,228,148
Bay,2019,9,Pneumonia,29.0,86,228,135
Bay,2019,9,Bronchitis,29.0,86,228,116
Bay,2019,9,Asthma,29.0,86,228,213
Bay,2019,9,Common Cold,29.0,86,228,198
Los Baños,2019,9,Influenza,27.6,86,257,201
Los Baños,2019,9,Pneumonia,27.6,86,257,181
Los Baños,2019,9,Bronchitis,27.6,86,257,92
Los Baños,2019,9,Asthma,27.6,86,257,82
Los Baños,2019,9,Common Cold,27.6,86,257,260
Victoria,2019,9,Influenza,29.1,83,276,89
Victoria,2019,9,Pneumonia,29.1,83,276,130
Victoria,2019,9,Bronchitis,29.1,83,276,110
Victoria,2019,9,Asthma,29.1,83,276,139
Victoria,2019,9,Common Cold,29.1,83,276,360
Pagsanjan,2019,9,Influenza,29.1,83,260,210
Pagsanjan,2019,9,Pneumonia,29.1,83,260,187
Pagsanjan,2019,9,Bronchitis,29.1,83,260,62
Pagsanjan,2019,9,Asthma,29.1,83,260,82
Pagsanjan,2019,9,Common Cold,29.1,83,260,463
Pakil,2019,9,Influenza,28.9,90,266,255
Pakil,2019,9,Pneumonia,28.9,90,266,211
Pakil,2019,9,Bronchitis,28.9,90,266,47
Pakil,2019,9,Asthma,28.9,90,266,207
Pakil,2019,9,Common Cold,28.9,90,266,453
Paete,2019,9,Influenza,28.1,84,227,176
Paete,2019,9,Pneumonia,28.1,84,227,159
Paete,2019,9,Bronchitis,28.1,84,227,98
Paete,2019,9,Asthma,28.1,84,227,62
Paete,2019,9,Common Cold,28.1,84,227,248
Pila,2019,9,Influenza,27.8,84,267,177
Pila,2019,9,Pneumonia,27.8,84,267,173
Pila,2019,9,Bronchitis,27.8,84,267,89
Pila,2019,9,Asthma,27.8,84,267,197
Pila,2019,9,Common Cold,27.8,84,267,451
Liliw,2019,9,Influenza,27.5,84,228,198
Liliw,2019,9,Pneumonia,27.5,84,228,187
Liliw,2019,9,Bronchitis,27.5,84,228,95
Liliw,2019,9,Asthma,27.5,84,228,173
Liliw,2019,9,Common Cold,27.5,84,228,216
Nagcarlan,2019,9,Influenza,27.4,83,254,207
Nagcarlan,2019,9,Pneumonia,27.4,83,254,173
Nagcarlan,2019,9,Bronchitis,27.4,83,254,119
Nagcarlan,2019,9,Asthma,27.4,83,254,156
Nagcarlan,2019,9,Common Cold,27.4,83,254,380
Majayjay,2019,9,Influenza,28.3,86,253,200
Majayjay,2019,9,Pneumonia,28.3,86,253,188
Majayjay,2019,9,Bronchitis,28.3,86,253,49
Majayjay,2019,9,Asthma,28.3,86,253,63
Majayjay,2019,9,Common Cold,28.3,86,253,376
Siniloan,2019,9,Influenza,28.6,89,244,266
Siniloan,2019,9,Pneumonia,28.6,89,244,158
Siniloan,2019,9,Bronchitis,28.6,89,244,133
Siniloan,2019,9,Asthma,28.6,89,244,204
Siniloan,2019,9,Common Cold,28.6,89,244,392
Famy,2019,9,Influenza,27.1,89,263,311
Famy,2019,9,Pneumonia,27.1,89,263,51
Famy,2019,9,Bronchitis,27.1,89,263,137
Famy,2019,9,Asthma,27.1,89,263,76
Famy,2019,9,Common Cold,27.1,89,263,486
Mabitac,2019,9,Influenza,28.7,89,228,141
Mabitac,2019,9,Pneumonia,28.7,89,228,74
Mabitac,2019,9,Bronchitis,28.7,89,228,93
Mabitac,2019,9,Asthma,28.7,89,228,124
Mabitac,2019,9,Common Cold,28.7,89,228,400
Rizal,2019,9,Influenza,28.8,88,238,101
Rizal,2019,9,Pneumonia,28.8,88,238,128
Rizal,2019,9,Bronchitis,28.8,88,238,28
Rizal,2019,9,Asthma,28.8,88,238,217
Rizal,2019,9,Common Cold,28.8,88,238,136
Alaminos,2019,9,Influenza,28.9,90,272,221
Alaminos,2019,9,Pneumonia,28.9,90,272,106
Alaminos,2019,9,Bronchitis,28.9,90,272,58
Alaminos,2019,9,Asthma,28.9,90,272,166
